Significant	-LOG(P-value)'	Difference	Number	Checked	Protein-FDR-Confidence-Combined	Master	Accession	Gene-Name	Exp.-q-value-Combined	Sum-PEP-Score	Coverage	Num-Peptides	Num-PSMs	Num-Unique-Peptides	Num-AAs	MW	pI	Score-Mascot	Num-Peptides-Mascot	Num-Protein-Pathway-Groups	Num-Razor-Peptides	Num-Protein-Groups	Contaminant	Abundances-126	Abundances-127N	Abundances-127C	Abundances-128N	Abundances-128C	Abundances-129N	Abundances-129C	Abundances-130N	Abundances-130C	Abundances-131
	0.708147649	0.194166851	2635	FALSE	High	Master Protein	Q96DG6	CMBL	NA	26.735	46	12	25	12	245	28	7.18	169	12	4	NA	1	TRUE	6.876516819	6.817623138	6.520422459	6.705977917	6.131342411	6.820178986	6.740118027	6.782670498	6.766860008	6.912889481
	2.010702395	-0.35917902	4724	FALSE	High	Master Protein	Q7Z7K0	CMC1	NA	9.286	41	4	5	4	106	12.5	8.63	57	4	NA	NA	1	TRUE	6.56985569	6.469234943	6.04875946	6.283551216	6.383704185	6.02014637	5.762880325	6.08958292	6.042206764	6.044394016
	1.638821865	0.134901333	5599	FALSE	High	Master Protein	Q9NRP2	CMC2	0.002	5.116	25	2	4	2	79	9.5	7.87	48	2	2	NA	1	TRUE	6.571373463	6.50620842	6.608809471	6.608809471	6.407692432	6.586464405	6.639521599	6.726558685	6.748192787	6.676662445
	0	NaN	6116	FALSE	High	Master Protein	P56277	CMC4	0.01	3.402	24	2	4	2	68	7.7	8.18	NA	2	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	4986	FALSE	High	Master Protein	Q8IY22	CMIP	0.001	7.87	6	4	4	4	773	86.3	6.7	25	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	2.485078327	0.586523342	925	FALSE	High	Master Protein	P30085	CMPK1	NA	63.955	54	9	23	9	196	22.2	5.57	247	9	5	NA	1	TRUE	6.87159729	6.68369627	6.334496975	6.449561596	6.078951359	6.994353294	7.059614658	7.129282951	6.997744083	7.169925213
	0	NaN	5354	FALSE	High	Master Protein	Q5EBM0	CMPK2	0.002	6.03	6	2	2	2	449	49.4	7.01	21	2	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5371	FALSE	High	Master Protein	Q9BQ75	CMSS1	0.002	5.971	11	3	4	3	279	31.9	9.19	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5444	FALSE	High	Master Protein	Q96MX0	CMTM3	0.002	5.661	7	1	6	1	182	19.7	4.56	33	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.393544485	-0.104104137	1141	FALSE	High	Master Protein	Q8N1G2	CMTR1	NA	55.431	21	17	27	17	835	95.3	7.05	309	17	NA	NA	1	TRUE	7.281698227	7.129282951	6.899659157	6.669593811	6.844234943	6.794415951	6.898450375	6.9331007	6.708738804	6.969242573
	0	NaN	6170	FALSE	High	Master Protein	Q8IYT2	CMTR2	0.013	3.207	1	1	2	1	770	88.1	7.01	25	1	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6621	FALSE	High	Master Protein	Q8N3K9	CMYA5	0.042	2.054	1	3	3	3	4069	448.9	4.78	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.452656389	-0.245349216	2675	FALSE	High	Master Protein	P62633	CNBP	NA	26.182	45	7	19	7	177	19.5	7.71	120	7	NA	NA	1	TRUE	6.422905922	6.742814541	6.474111557	6.803485394	6.534497261	6.34872818	6.183883667	6.405992508	6.268659115	6.543805122
	0.1590714	-0.05038147	424	FALSE	High	Master Protein	Q96KP4	CNDP2	NA	100.515	59	23	51	23	475	52.8	5.97	441	23	9	NA	1	TRUE	8.228337288	8.0633955	8.664625168	8.568336487	8.125671387	8.198690414	8.28678894	8.335390091	8.31831646	8.259272575
	0	NaN	7000	FALSE	High	Master Protein	P51911	CNN1	0.093	1.454	12	3	4	2	297	33.2	9.07	37	3	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.734244884	0.283239746	3626	FALSE	High	Master Protein	Q99439	CNN2	NA	16.576	45	10	14	10	309	33.7	7.33	60	10	8	NA	1	TRUE	7.465974331	7.295539379	7.044394016	7.438791752	7.054197311	7.487036228	7.510170937	7.661777973	7.552284718	7.503825665
+	2.727776516	0.395327568	715	FALSE	High	Master Protein	Q15417	CNN3	NA	75.967	54	13	46	12	329	36.4	6.05	365	13	NA	1	1	TRUE	7.21529007	7.106431961	6.968090534	7.206525803	6.888743401	7.263034344	7.458611488	7.482203007	7.581953526	7.575917244
	1.01044189	0.139219475	308	FALSE	High	Master Protein	A5YKK6	CNOT1	NA	118.124	18	38	57	38	2376	266.8	7.11	460	38	10	NA	1	TRUE	7.129282951	7.16691637	6.955359459	7.114783287	6.809928894	7.117902756	7.167919636	7.295539379	7.123086929	7.167919636
	0.431964144	0.110628414	931	FALSE	High	Master Protein	Q9H9A5	CNOT10	NA	63.744	31	18	34	18	744	82.3	7.78	277	18	10	NA	1	TRUE	7.507794857	7.445428848	7.198690414	7	6.962317467	7.309248924	7.373300076	7.273329258	7.267723083	7.443772316
	0.573827412	0.107050037	3659	FALSE	High	Master Protein	Q9UKZ1	CNOT11	NA	16.294	17	6	10	6	510	55.2	6.4	83	6	9	NA	1	TRUE	6.883865356	6.829088211	6.699051857	6.985272884	6.478971958	6.857981205	6.825276852	6.947198391	6.902073383	6.878970623
	0.645572846	0.069577694	2096	FALSE	High	Master Protein	Q9NZN8	CNOT2	NA	34.618	20	9	20	9	540	59.7	7.66	222	9	10	NA	1	TRUE	5.719730854	5.914085865	5.794415951	5.812498093	5.744161129	5.79181385	5.870364666	5.9331007	5.760221004	5.97728014
	1.747465043	0.230652809	1848	FALSE	High	Master Protein	O75175	CNOT3	NA	38.551	20	10	24	10	753	81.8	6.2	204	10	10	NA	1	TRUE	7.148730755	7.222070217	6.835418701	6.878970623	6.955359459	7.214319229	7.195741177	7.246027946	7.241268158	7.296457291
	0.981182533	-0.067869663	3480	FALSE	High	Master Protein	O95628	CNOT4	NA	17.89	15	7	8	7	575	63.5	7.03	76	7	10	NA	1	TRUE	6.602884293	6.595444202	6.537606716	6.675251484	6.543805122	6.459431648	6.491853237	6.623515606	6.51884985	6.52199316
	0	NaN	6160	FALSE	High	Master Protein	Q9ULM6	CNOT6	0.012	3.243	6	2	2	2	557	63.3	7.27	28	2	13	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	2.063485797	1.274231815	3088	FALSE	High	Master Protein	Q9UIV1	CNOT7	NA	21.742	28	5	8	5	285	32.7	4.84	141	5	10	NA	1	TRUE	8.295080185	7.903279305	6.520422459	6.447909832	7.302867413	8.630084991	8.667111397	8.519636154	8.436295509	8.587590218
	1.513852555	0.345178509	3700	FALSE	High	Master Protein	Q9UFF9	CNOT8	NA	15.938	12	3	5	3	292	33.5	4.81	94	3	10	NA	1	TRUE	6.955359459	6.909293175	6.51884985	6.769507408	6.361066341	6.91767025	6.902073383	7.255500793	7.052024364	7.112699986
+	1.777808669	0.446474266	2866	FALSE	High	Master Protein	Q92600	CNOT9	NA	24.076	28	7	12	7	299	33.6	8.03	163	7	13	NA	1	TRUE	5.557655334	5.529820919	4.930737495	5.017921925	5.104336739	5.532940388	5.661065578	5.523561954	5.85049963	5.804776192
	0.586142486	0.145614338	1136	FALSE	High	Master Protein	P09543	CNP	NA	55.647	41	16	32	15	421	47.5	9.07	217	16	2	NA	1	TRUE	7.13031292	7.145677567	6.966938019	7.096978664	6.536052704	7.025693417	7.084276676	7.182890892	7.084276676	7.226893902
+	2.679738869	0.30824852	2152	FALSE	High	Master Protein	Q9Y2B0	CNPY2	NA	33.648	49	7	19	7	182	20.6	4.92	304	7	NA	NA	1	TRUE	7.059614658	7.038918972	6.703211308	6.841721535	6.908092499	7.263034344	7.165912151	7.226893902	7.17392683	7.263034344
	1.745340094	-0.154442692	1855	FALSE	High	Master Protein	Q9BT09	CNPY3	NA	38.41	31	10	17	10	278	30.7	5.49	196	10	4	NA	1	TRUE	7.261154652	7.014578342	7.127220631	7.014578342	6.986411095	6.928370476	6.946029186	6.929554462	6.889960289	6.937815189
	0.284749255	-0.034809208	3125	FALSE	High	Master Protein	Q8N129	CNPY4	NA	21.319	27	5	7	5	248	28.3	4.64	164	5	NA	NA	1	TRUE	5.79960537	5.911691666	5.911691666	5.675251484	5.757556915	5.714245319	5.85049963	5.807354927	5.768184185	5.741466999
	0	NaN	6552	FALSE	High	Master Protein	Q9NXG0	CNTLN	0.035	2.206	3	5	6	5	1405	161.5	8.15	NA	5	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	1.873853898	0.583608532	6827	FALSE	High	Master Protein	Q9C0A0	CNTNAP4	0.065	1.707	2	2	4	2	1308	145.2	6.68	36	2	NA	NA	1	TRUE	7.920054913	7.832890034	7.34961319	8.42122364	7.801546574	8.4926548	8.371123314	8.52864933	8.629356384	8.221587181
	0.125942813	-0.018730927	6266	FALSE	High	Master Protein	Q9GZY4	COA1	0.017	2.911	7	1	2	1	146	16.7	8.81	33	1	NA	NA	1	TRUE	7.131342411	7.129282951	7.225930214	7.278913975	7.072534561	7.080018044	7.044394016	7.225930214	7.266786575	7.127220631
	1.689170063	0.256442547	5586	FALSE	High	Master Protein	Q9Y2R0	COA3	0.002	5.151	21	2	4	2	106	11.7	9.6	45	2	NA	NA	1	TRUE	6.577428818	6.515699863	6.397460938	6.643856049	6.244125843	6.754887581	6.793115616	6.785288811	6.808642387	6.51884985
	0	NaN	5036	FALSE	High	Master Protein	Q9NYJ1	COA4	0.001	7.588	29	3	4	3	87	10.1	6.04	42	3	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.476883163	0.086043453	5327	FALSE	High	Master Protein	Q86WW8	COA5	0.002	6.198	31	2	2	2	74	8.4	8.68	28	2	NA	NA	1	TRUE	6.402585983	6.461070061	6.236492634	6.268659115	6.294620514	6.43462801	6.48381567	6.520422459	6.137503624	6.51727581
	1.03683265	0.247846603	3397	FALSE	High	Master Protein	Q5JTJ3	COA6	NA	18.758	23	3	4	3	125	14.1	8.25	178	3	2	NA	1	TRUE	6.159871101	6.076815605	5.491853237	5.711494923	5.94251442	6.013462067	6.063934326	6.155830383	6.259272575	6.129282951
	1.224103766	0.460626698	3380	FALSE	High	Master Protein	Q96BR5	COA7	NA	18.869	33	7	9	7	231	25.7	6.02	84	7	NA	NA	1	TRUE	7.010108471	6.892391205	5.85049963	6.345183372	6.548436642	7.001126766	7.053111553	6.990954876	6.857981205	7.046578407
	0.602213965	0.177817535	2357	FALSE	High	Master Protein	Q13057	COASY	NA	30.657	19	9	13	9	564	62.3	6.99	204	9	7	NA	1	TRUE	5.725195885	5.776103973	5.733354568	5.949534893	5.185866356	5.692092419	5.825276852	5.882643223	5.786596298	6.072534561
	1.377121017	0.268422985	2822	FALSE	High	Master Protein	Q8WTW3	COG1	NA	24.493	16	12	16	12	980	108.9	7.31	81	12	11	NA	1	TRUE	6.617650986	6.528258801	6.361066341	6.48381567	6.008988857	6.620586395	6.649615288	6.632268429	6.642412663	6.797012806
+	2.058541892	0.420406437	1166	FALSE	High	Master Protein	Q14746	COG2	NA	54.786	22	14	30	14	738	83.2	6.62	220	14	11	NA	1	TRUE	6.536052704	6.54689455	6.183883667	6.191799641	5.981852531	6.648177624	6.554588795	6.797012806	6.693487167	6.849248886
	0.369485546	-0.101172924	1361	FALSE	High	Master Protein	Q96JB2	COG3	NA	48.981	19	13	17	13	828	94	5.57	289	13	11	NA	1	TRUE	6.29278183	6.161887646	5.880195618	6.02901125	5.757556915	5.786596298	5.906890392	6.046578407	5.744161129	6.131342411
	1.812420988	-0.334691143	1241	FALSE	High	Master Protein	Q9H9E3	COG4	NA	52.601	23	15	44	15	785	89	5.19	253	15	11	NA	1	TRUE	7.202613831	7.127220631	7.043300629	7.381110191	6.756222725	6.710117817	6.726558685	6.866660595	6.842978954	6.690696239
	1.181933555	0.20670929	2410	FALSE	High	Master Protein	Q9UP83	COG5	NA	29.799	19	13	25	13	839	92.7	6.6	119	13	11	NA	1	TRUE	7.004501343	6.966938019	6.777419567	6.958842754	6.523561954	7.042206764	6.941340923	7.168922901	7.032321453	7.080018044
	1.045018272	0.190457344	3883	FALSE	High	Master Protein	Q9Y2V7	COG6	NA	14.485	12	7	10	7	657	73.2	5.76	69	7	11	NA	1	TRUE	7.269594193	7.219168663	6.980710983	7.033422947	6.764208317	7.293701649	7.085339546	7.287250519	7.26584959	7.287250519
	0.855105406	0.297556114	1762	FALSE	High	Master Protein	P83436	COG7	NA	40.241	25	16	21	16	770	86.3	5.47	172	16	11	NA	1	TRUE	5.523561954	5.733354568	5.536052704	5.944858551	4.911691666	5.70043993	5.754887581	5.812498093	6.02901125	5.840463161
	0	NaN	3242	FALSE	High	Master Protein	Q96MW5	COG8	NA	20.158	20	10	22	10	612	68.4	5.2	60	10	11	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	3331	FALSE	High	Master Protein	P38432	COIL	NA	19.348	12	6	9	6	576	62.6	9.07	89	6	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.340693599	0.070631981	3906	FALSE	High	Master Protein	P12107	COL11A1	NA	14.388	5	6	7	6	1806	181	5.17	60	6	16	NA	1	TRUE	6.880195618	6.960001945	6.701826096	6.745506287	6.509379387	6.813781261	6.938991547	6.824004173	6.67242527	6.900866985
	0.965214219	0.209596634	4817	FALSE	High	Master Protein	P39059	COL15A1	NA	8.8	5	6	10	6	1388	141.6	5	32	6	8	NA	1	TRUE	7.099084854	6.929554462	6.866660595	6.955359459	6.444600582	6.96462965	7.112699986	7.140573978	7.002252579	7.123086929
	0	NaN	6841	FALSE	High	Master Protein	Q07092	COL16A1	0.067	1.685	3	3	8	3	1604	157.7	7.84	NA	3	7	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.584858329	-0.094675922	4472	FALSE	High	Master Protein	P39060	COL18A1	NA	10.728	4	4	5	4	1754	178.1	6.01	63	4	11	NA	1	TRUE	6.219168663	6.20163393	6.185866356	6.251718998	5.958842754	5.944858551	6.199672222	6.141596317	5.914085865	6.143638134
	0	NaN	6467	FALSE	High	Master Protein	P02452	COL1A1	0.028	2.429	2	2	3	2	1464	138.9	5.8	NA	2	50	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6969	FALSE	High	Master Protein	P02458	COL2A1	0.088	1.496	3	4	9	3	1487	141.7	6.92	NA	4	33	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6417	FALSE	High	Master Protein	P02461	COL3A1	0.025	2.533	4	4	6	3	1466	138.5	6.61	NA	4	37	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.084073027	0.018918991	4205	FALSE	High	Master Protein	P02462	COL4A1	NA	12.352	4	4	8	4	1669	160.5	8.28	53	4	13	NA	1	TRUE	6.006746769	5.98413372	5.855491638	5.842978954	5.66675663	5.916476727	5.911691666	6.035624027	5.692092419	5.894817829
	0.189697809	0.021189308	2846	FALSE	High	Master Protein	P08572	COL4A2	NA	24.32	6	8	12	8	1712	167.4	8.66	170	8	35	NA	1	TRUE	6.694880009	6.723831654	6.663913727	6.578938484	6.624978065	6.708738804	6.624978065	6.782670498	6.572889805	6.703211308
	0.31011129	0.064903545	1071	FALSE	High	Master Protein	Q9Y5P4	COL4A3BP	NA	57.929	33	20	28	20	624	70.8	5.48	255	20	NA	NA	1	TRUE	7.507001877	7.484621525	7.194756985	7.514122486	7.149746895	7.35931015	7.368942738	7.535275459	7.393176079	7.518063068
	1.951804849	-0.235655022	6876	FALSE	High	Master Protein	P53420	COL4A4	0.074	1.621	4	3	5	3	1690	163.9	8.62	NA	3	31	NA	1	TRUE	6.766860008	6.927185535	6.9761343	7.122051239	6.756222725	6.705977917	6.692092419	6.726558685	6.617650986	6.627898693
	0	NaN	6527	FALSE	High	Master Protein	P12109	COL6A1	0.032	2.261	1	1	1	1	1028	108.5	5.43	NA	1	21	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.15710593	-0.028218269	2213	FALSE	High	Master Protein	P12110	COL6A2	NA	32.68	13	11	17	11	1019	108.5	6.21	121	11	23	NA	1	TRUE	5.835418701	5.762880325	5.847996712	5.768184185	6.033422947	5.692092419	5.961160183	5.867896557	5.725195885	5.86046648
+	1.89653173	-0.807283592	6108	FALSE	High	Master Protein	A8TX70	COL6A5	0.01	3.421	3	4	5	3	2615	289.7	6.95	NA	4	20	1	1	TRUE	8.346957207	8.276124001	9.135453224	9.101975441	7.868514061	7.797661304	7.634448051	7.744833946	7.886306286	7.629356384
	0	NaN	6579	FALSE	High	Master Protein	A6NMZ7	COL6A6	0.039	2.135	1	3	3	2	2263	247	6.89	NA	3	20	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.027560536	0.18223505	2382	FALSE	High	Master Protein	Q8NBJ5	COLGALT1	NA	30.224	19	12	16	12	622	71.6	7.31	104	12	5	NA	1	TRUE	7.686500549	7.628627777	7.23266077	7.595444202	7.317412376	7.696271896	7.616181374	7.764871597	7.595444202	7.699051857
	1.288963838	-0.222701454	3989	FALSE	High	Master Protein	Q8N668	COMMD1	NA	13.869	21	3	5	3	190	21.2	6.2	119	3	4	NA	1	TRUE	5.646738529	5.988684654	6.078951359	5.911691666	5.669593811	5.754887581	5.67242527	5.692092419	5.536052704	5.526694775
	0.750842377	0.164958858	2500	FALSE	High	Master Protein	Q9Y6G5	COMMD10	NA	28.6	39	6	13	6	202	23	6.54	120	6	3	NA	1	TRUE	6.595444202	6.499845982	6.48381567	6.507794857	6.042206764	6.51727581	6.478971958	6.614709854	6.557655334	6.785288811
	1.154985692	0.22444458	4676	FALSE	High	Master Protein	Q86X83	COMMD2	NA	9.572	16	3	5	3	199	22.7	6.73	19	3	3	NA	1	TRUE	7.940753937	7.883254051	7.55612278	7.529820919	7.450386524	7.835418701	7.87590313	7.917073727	7.816343784	8.03782177
	1.062192246	0.270880318	3224	FALSE	High	Master Protein	Q9UBI1	COMMD3	NA	20.345	38	6	7	6	195	22.1	5.99	85	6	6	NA	1	TRUE	8.816663742	8.794091225	8.508983612	8.644216537	8.095396996	8.85174942	8.678071976	8.920948029	8.842036247	8.920948029
+	2.999985804	1.200449944	4051	FALSE	High	Master Protein	Q9H0A8	COMMD4	NA	13.479	27	5	9	5	199	21.8	7.31	61	5	3	NA	1	TRUE	6.19770813	5.797012806	4.949534893	5.087462902	5.228818893	6.655351639	6.70043993	6.596935272	6.559185982	6.750874519
	0	NaN	6021	FALSE	High	Master Protein	Q9GZQ3	COMMD5	0.008	3.704	13	3	3	3	224	24.7	7.02	31	3	3	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.746697939	0.087452602	5391	FALSE	High	Master Protein	Q7Z4G1	COMMD6	0.002	5.92	40	3	7	3	85	9.6	6	31	3	3	NA	1	TRUE	7.557655334	7.508586884	7.331812859	7.472487926	7.331812859	7.57440424	7.513332844	7.627169132	7.404290199	7.520422459
	0.488200295	0.193204689	3501	FALSE	High	Master Protein	Q86VX2	COMMD7	NA	17.708	19	3	5	3	200	22.5	5.92	98	3	3	NA	1	TRUE	5.590961456	5.804776192	5.281698227	5.446256161	4.765534878	5.542258263	5.385430813	5.560714722	5.711494923	5.655351639
+	2.800233177	0.504404354	4211	FALSE	High	Master Protein	Q9NX08	COMMD8	NA	12.302	36	4	4	4	183	21.1	5.43	64	4	3	NA	1	TRUE	7.447082996	7.383704185	7.04875946	7.25266552	6.908092499	7.70251894	7.643856049	7.671010017	7.690696239	7.854245186
	1.027099955	0.436636829	3417	FALSE	High	Master Protein	Q9P000	COMMD9	NA	18.534	38	5	9	5	198	21.8	5.88	37	5	6	NA	1	TRUE	6.529820919	6.617650986	5.449561596	5.692092419	6.123086929	6.488643646	6.427941322	6.543805122	6.553053379	6.581953526
+	4.064086081	1.236066151	4827	FALSE	High	Master Protein	P21964	COMT	0.001	8.751	23	5	11	5	271	30	5.47	35	5	19	NA	1	TRUE	5.635173798	5.361066341	4.842978954	4.807354927	4.897240639	6.224966526	6.404290199	6.276124477	6.404290199	6.41447401
	0	NaN	5408	FALSE	High	Master Protein	Q8NHY2	COP1	0.002	5.8	3	2	2	2	731	80.4	6.84	30	2	12	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.842984945	0.382814503	171	FALSE	High	Master Protein	P53621	COPA	NA	149.322	36	36	59	36	1224	138.3	7.66	643	36	11	NA	1	TRUE	7.112699986	7.255500793	6.880195618	6.98413372	6.596935272	7.311067104	7.21819973	7.364572525	7.318316936	7.531381607
	0.605896878	-0.15610981	164	FALSE	High	Master Protein	P53618	COPB1	NA	151.795	42	33	72	33	953	107.1	6.05	592	33	14	NA	1	TRUE	7.619119644	7.68369627	7.449561596	7.775445461	7.140573978	7.327328205	7.208478451	7.526694775	7.34961319	7.47573328
	0.873082199	0.140129185	210	FALSE	High	Master Protein	P35606	COPB2	NA	137.82	40	30	92	30	906	102.4	5.27	801	30	11	NA	1	TRUE	7.283551216	7.224001884	7.061776161	7.210427761	6.892391205	7.150762558	7.227856636	7.392317295	7.235535622	7.366322041
+	2.608857874	0.474405766	1775	FALSE	High	Master Protein	O14579	COPE	NA	40.019	47	9	20	9	308	34.5	5.12	230	9	11	NA	1	TRUE	6.011227131	6.022367954	5.626439095	6.044394016	5.620586395	6.161887646	6.330916882	6.409390926	6.387155533	6.407692432
	0.437054935	0.099647713	355	FALSE	High	Master Protein	Q9Y678	COPG1	NA	110.533	46	31	56	28	874	97.7	5.47	563	31	11	NA	1	TRUE	6.652486324	6.49345541	6.424586296	6.296457291	6.042206764	6.451210976	6.488643646	6.534497261	6.439623356	6.49345541
	0.70280546	0.129284191	969	FALSE	High	Master Protein	Q9UBF2	COPG2	NA	62.092	28	21	32	18	871	97.6	5.81	253	21	11	NA	1	TRUE	6.785288811	6.669593811	6.662490368	6.614709854	6.290940285	6.65678215	6.646738529	6.862947464	6.738767624	6.764208317
	0.746477141	0.087826538	4216	FALSE	High	Master Protein	Q9NQ92	COPRS	NA	12.263	22	3	11	3	184	20.1	4.18	166	3	3	NA	1	TRUE	6.199672222	6.002252579	6.098031998	6.085339546	5.867896557	6.135452747	6.149746895	6.199672222	6.061776161	6.145677567
	1.530542382	0.417184448	831	FALSE	High	Master Protein	P61201	COPS2	NA	69.046	36	13	24	13	443	51.6	5.53	343	13	13	NA	1	TRUE	7.087462902	7.046578407	6.485426903	6.495055676	6.411087036	7.096978664	6.988684654	7.226893902	7.037821293	7.261154652
+	3.245176915	0.650271225	797	FALSE	High	Master Protein	Q9UNS2	COPS3	NA	70.737	35	12	39	12	423	47.8	6.65	229	12	13	NA	1	TRUE	7.397460938	7.167919636	7.043300629	7.174925804	6.716990948	7.748863697	7.682994366	7.824640751	7.647458553	7.847996712
	1.447619748	0.253126907	538	FALSE	High	Master Protein	Q9BT78	COPS4	NA	89.148	63	20	42	20	406	46.2	5.83	531	20	13	NA	1	TRUE	6.869131088	6.834155083	6.592456818	6.692092419	6.338068008	6.85299778	6.882643223	6.980710983	6.8740592	7.001126766
	0.144731149	0.046867943	1161	FALSE	High	Master Protein	Q92905	COPS5	NA	54.913	43	11	30	11	334	37.6	6.54	262	11	14	NA	1	TRUE	6.651051521	6.723831654	6.314696312	6.554588795	6.20163393	6.427941322	6.452858925	6.540709496	6.43462801	6.824004173
	1.500166407	0.307009411	1428	FALSE	High	Master Protein	Q7L5N1	COPS6	NA	47.405	34	8	19	8	327	36.1	5.73	250	8	14	NA	1	TRUE	6.187847137	5.822730064	5.730639935	5.741466999	5.529820919	6.112699986	6.100136757	6.161887646	5.94016695	6.23266077
	1.202260223	0.214278221	3433	FALSE	High	Master Protein	Q9UBW8	COPS7A	NA	18.398	33	8	10	8	275	30.3	8.22	84	8	13	NA	1	TRUE	7	6.97269249	6.690696239	6.795714855	6.498250961	7.078951359	6.888743401	7.075746536	6.989820004	6.995484352
+	2.271504039	0.341023922	3208	FALSE	High	Master Protein	Q9H9Q2	COPS7B	NA	20.595	27	5	9	5	264	29.6	6.15	116	5	13	NA	1	TRUE	6.56833601	6.578938484	6.270528793	6.30742836	6.596935272	6.602884293	6.794415951	6.891176224	6.837943077	6.900866985
	0.454966661	-0.172624397	3243	FALSE	High	Master Protein	Q99627	COPS8	NA	20.156	28	5	5	5	209	23.2	5.38	127	5	13	NA	1	TRUE	6.457791328	6.361066341	6.279842854	6.490249157	5.714245319	6.072534561	5.762880325	6.057450294	6.149746895	6.397460938
	1.121985997	0.233906269	2512	FALSE	High	Master Protein	P61923	COPZ1	NA	28.46	40	5	12	5	177	20.2	4.81	165	5	11	NA	1	TRUE	7.107478619	6.948367119	6.816343784	6.938991547	6.446256161	7.157852173	7.073606014	7.004501343	7.13031292	7.060696125
	1.165471338	0.19382391	4323	FALSE	High	Master Protein	Q9NZJ6	COQ3	NA	11.595	9	2	2	2	369	41	7.42	97	2	6	NA	1	TRUE	6.151777744	6.167919636	5.809928894	6.02014637	5.74953413	6.137503624	6.195741177	6.244125843	6.066089153	6.224966526
	0	NaN	6807	FALSE	High	Master Protein	Q9Y3A0	COQ4	0.064	1.737	4	1	1	1	265	29.6	9.17	NA	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.372340358	0.262774086	3443	FALSE	High	Master Protein	Q5HYK3	COQ5	NA	18.319	14	4	5	4	327	37.1	6.95	120	4	6	NA	1	TRUE	5.79181385	5.904484272	5.605849743	5.56985569	5.274261475	5.914085865	5.9331007	5.867896557	5.902073383	5.842978954
	2.157804938	0.19959383	4080	FALSE	High	Master Protein	Q9Y2Z9	COQ6	NA	13.282	20	6	8	6	468	50.8	7.3	68	6	6	NA	1	TRUE	6.627898693	6.449561596	6.549977303	6.613236904	6.339849949	6.711494923	6.727920532	6.680886745	6.752213478	6.705977917
	0	NaN	4777	FALSE	High	Master Protein	Q99807	COQ7	NA	9.028	19	4	7	4	217	24.3	8.59	48	4	6	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	4939	FALSE	High	Master Protein	Q8NI60	COQ8A	0.001	8.117	5	3	4	3	647	71.9	6.99	91	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.273241574	0.347344494	3585	FALSE	High	Master Protein	Q96D53	COQ8B	NA	17.005	16	6	8	6	544	60	7.23	98	6	NA	NA	1	TRUE	6.131342411	6.095924377	5.593951225	6.087462902	5.456149101	6.141596317	6.068240643	6.341629982	6.219168663	6.330916882
